CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,SUBSCRIPTION DURATION,Canceled,Revenue
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1696
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2784
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1836
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1738
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1337
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2003
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1109
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1341
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2276
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2631
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2174
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2054
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2319
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1384
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1261
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1896
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1941
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2274
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1880
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1977
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2088
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2592
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2726
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2257
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1377
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2186
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2422
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1743
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2002
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2001
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1068
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2378
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2553
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1907
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1617
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1156
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1379
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1328
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2691
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2153
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1850
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1072
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2985
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1553
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2436
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2438
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1680
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2231
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2430
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2238
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2503
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2045
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2765
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1950
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2172
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2988
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1163
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2210
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2155
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1631
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1514
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1565
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1870
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2545
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2751
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1004
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1765
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1417
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2179
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1463
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2188
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2900
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2323
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1365
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2277
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2331
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1421
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2325
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1752
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2412
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1420
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1694
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1468
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1837
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2326
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2547
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1810
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1759
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2707
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2370
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1639
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2529
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1604
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1754
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2347
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2741
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1116
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2374
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1152
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2623
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1382
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2729
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1762
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2416
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1815
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1929
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2760
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2328
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1499
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1351
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1217
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2417
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1332
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2537
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2252
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1393
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2680
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2181
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2937
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2533
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2590
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2335
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2983
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2334
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1742
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2131
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1774
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2900
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2548
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1579
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1819
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1003
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2295
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1084
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2769
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1172
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2031
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1015
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1219
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1652
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1789
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2270
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1836
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2459
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2408
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2580
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2136
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2125
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1621
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1533
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1517
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2929
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2064
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1740
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2102
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2019
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1343
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2483
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1894
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1817
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2232
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1943
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1761
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2226
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2383
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2393
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2846
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2042
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1472
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1829
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1890
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2416
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2915
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1794
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1825
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1898
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2706
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1854
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1247
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1315
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1928
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1834
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1161
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2212
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2877
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1293
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2114
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2218
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2036
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2245
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2392
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2752
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2090
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2563
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2735
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2368
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1812
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2286
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1992
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1434
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2862
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2128
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2460
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1218
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1755
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2498
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1439
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1184
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2677
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1849
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2928
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2060
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2405
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1930
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1455
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1318
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1063
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1734
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1075
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2699
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1360
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1935
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2745
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1993
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2496
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1057
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2784
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2235
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1859
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2050
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1451
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2574
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2687
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2712
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1985
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2750
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2972
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2803
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1764
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1261
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2010
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2776
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2880
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2079
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1990
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1149
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2829
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1585
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1094
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1881
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2727
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1383
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2034
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1001
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1290
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1885
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1309
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2710
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2919
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2467
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1440
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2660
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1381
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1535
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1028
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1563
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2920
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1626
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2821
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2410
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2130
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2724
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1716
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2439
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1668
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2856
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2520
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2683
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2091
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1336
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2150
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2259
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1609
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1547
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2620
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2717
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2082
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1872
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2368
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1780
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1792
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2498
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1822
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1141
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1820
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1824
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2765
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2896
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2038
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2260
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2905
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2916
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2743
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1656
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1584
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2772
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2944
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2189
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2303
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1179
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2066
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2883
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1229
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2391
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1216
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2577
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2438
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2490
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1777
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2802
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1513
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2133
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1178
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2539
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1133
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1245
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1100
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2756
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1268
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1640
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2926
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2437
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2870
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1953
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1331
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1591
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2930
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2916
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1201
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2852
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2313
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1320
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2464
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1358
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1546
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2898
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2017
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1200
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2910
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1959
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1854
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2774
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1779
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1758
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2145
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1282
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1727
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2619
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2088
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2782
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1317
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1993
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2415
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2944
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2029
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2819
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1250
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2940
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2162
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2455
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2823
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1418
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1672
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1419
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1897
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1257
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,1381
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2303
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1085
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2704
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,2092
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,2929
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2401
203,Alex,East,Basic,3/31/2022,3/31/2023,365,FALSE,1348
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1291
207,Mike,East,Basic,7/31/2022,7/31/2023,365,FALSE,2010
211,Liam,East,Basic,11/30/2022,11/30/2023,365,FALSE,1648
